,geo,text,user,location
676,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,magiKAL_1,Sengatera
677,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,Only_2A,Mother 🌍🏖
678,,The whole continent of #Africa must shine. For how long the heart of Darkness...? #Ethiopia #Gerd ,PreciseConsult,#Ethiopia. The Horn of #Africa
679,, Looking forward #Ethiopia will soon complete the work on #GERD Nile dam and demonstrate to #Egypt and the rest of the world t…,terasbeti,Canada
680,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,getachew_zeki,"Calgary, Canada"
681,,  #GERD Is one of the top Meles legacy &amp; Ethiopian biggest asset where I paid my two months sal… ,AberaLucas,
682,, Antacids are not recommended for the treatment of #GERD or esophagitis in infants and children.  …,itsnaigulevu,Fiji
683,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,tsinatkeab,"Leiden, The Netherlands"
684,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,BezawitNegash,Ethiopia
685,, What about Russian made outdated Aswan High Dam? This primitive USSR made dam should scrapped asap… ,ZelalemMU,"UK Mcr, Ethiopia "
686,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,natanbelachew,
687,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,BMihirete,"Springfield, VA"
688,, Can we all please get along &amp; continue to build our nation? There is a lot more to do so let’s rol… ,itsmydam1,
689,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,Teklemedin1,"Vancouver, British Columbia"
690,,"You can chase a bird from your porch, but you can not take away its ability to fly. Dr MM good night #Ethiopia #itsmydam #GERD 🇪🇹🇪🇹",140word,London
691,,Try to be in the first group; There's LESS COMPETITION there.#GERD #Ethiopia ,Omedla,
692,,#Israel's desalination programs provides more than 40% of Israel's drinking water &amp;  it is expected to supply 70% b… ,140word,London
693,,  #GERD is constructed by SALINI  which is one of the world known Italian company who built… ,Tiruneh17,
694,, #GERD is constructed by SALINI  which is one of the world known Italian company who built more tha… ,Tiruneh17,
695,, Country like #Ethiopia is not in this 16 listed African countries as we are land locked. However completing our #GERD is…,BerhanuMegerssa,Ethiopia
696,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,GideyMichael,"Vancouver, British Columbia"
697,, Country like #Ethiopia is not in this 16 listed African countries as we are land locked. However completing our #GERD is…,Tiruneh17,
698,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,HanniSBD,"England, United Kingdom"
699,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,mespanolescofet,"El Caire, Egipte"
700,, Country like #Ethiopia is not in this 16 listed African countries as we are land locked. However completing our #GERD is…,bengsishuh1,"MD, USA, Addis Ababa, Ethiopia"
701,,Country like #Ethiopia is not in this 16 listed African countries as we are land locked. However completing our… ,GizawFisseha,Bristol UK
702,,   review international disputes based on laws governing issues such as #GERD. W… ,defend_ethiopia,
703,, #Egypt and #Sudan refused to receive document prepared by #Ethiopia that outlines a schedule for the initial filling of the…,IamKiflom,
704,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,DrBerhe,
705,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,trupshah,"Nairobi, Kenya"
706,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,NahomKidane8,
707,, A capsule sponge on string could detect #Barretts with 92% sens &amp; 94% spec and so well tolerated that 95% preferred this…,SanchezLunaMD,The Land of Enchanment
708,," #Ethiopia #GERD it our DAM, It is our resource and it is a matter of national security!No Electricty fo… ",TekleMoges,
709,, 1⃣ &gt;65 million 🇪🇹 don't access electricity but 100% Egyptians have 2⃣ 🇪🇹 is striving to genarate Electricity from #G…,Samsona81293566,
710,, What would it take to connect #Nile down to #Omo &amp; #Awash rivers? Distance of only 35km-100km open canals or tunnels? If #Eg…,Samsona81293566,
711,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,pebblestrong,
712,, Absurdity is when you explain how the #GERD is built for the purpose to bring electricity to the majority of country populat…,eyob999,"Addis Ababa, Ethiopia"
713,, A capsule sponge on string could detect #Barretts with 92% sens &amp; 94% spec and so well tolerated that 95% preferred this…,mageefrcs,"Liverpool, UK"
714,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,TadesseBelete4,Ethiopian
715,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,jimma_sabona,
716,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,MGuutuu,
717,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,Danielewnetu,Addis Ababa
718,,"President Abdel Fattah al-Sisi told the United Nations last year that “the Nile is a question of life, a matter of… ",140word,London
719,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,yohanethio,"Metro Atlanta Area, GA"
720,, #GERD Panel of experts pounding the miscalculation of Egypt in outsourcing the...  via ,Independiplomat,"The Netherlands,  Switzerland."
721,,Damn right it is!#mydam #ItsMyDam #GERD #Ethiopia ,nardosfenta,
722,,  How do hear this..just wondering..he said he'd swear he has no plan to hurt any country.… ,TGtensae,
723,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,Et_forever17,
724,,    Thank you! Unfortunately for #Ethiopia the internal strifes trumped those of the many internati…,fentaw,Global
725,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,worknehbc,
726,,#Egypt and #Sudan refused to receive document prepared by #Ethiopia that outlines a schedule for the initial fillin… ,SeifGebre,
727,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,kaltraxx,dtx
728,, Almost one &amp; half months left to impound the Grand Ethiopian Renaissance Dam (#GERD) ታላቁ የኢትዮጵያ ሕዳሴ ግድብ 💚💛❤️🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹…,itsmydam1,
729,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,abobakr512,
730,," Sudan walks right path in GERD crisis, says Egyptian Strategic Studies CenterDetails at #Egypt…",ayman_elsharif,#الله #الوطن #الجيش #الرئيس
731,,"   Dear warrior, 1. 15 million m3 of Nile water is flows to Mediteranean (without any us…",BerhanuMegerssa,Ethiopia
732,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,Eliyas101,
733,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,leabresh,Ethiopia
734,," Despite dispute, #Ethiopia to fill dam from July - The East African #GERD  ",trupshah,"Nairobi, Kenya"
735,,"  So, is #GERD a military target? Just saying if Egypt attacked GERD then the laws of recipro… ",tsinatkeab,"Leiden, The Netherlands"
736,,Had too much this day and this acid is burning me. #GERD #acidreflux,richmondjosef,"ÜT: 14.4254586,121.4324344"
737,,Check my picture collections of Grand Ethiopian Renaissance Dam !! 💚💛❤️ 🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹#ItsMyDam  #GERD… ,iyoba4u,Ethiopia
738,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,Abba_Dagnew,Ethiopia
739,," Despite dispute, #Ethiopia to fill dam from July - The East African #GERD  ",Qe6UbXnWOiu1bNi,
740,,"  Dear Getachew,millions of thanks for sharing this invaluable info #GERD.More effo…",getachew_zeki,"Calgary, Canada"
741,, An excellent work by  on FAQ regarding #GERD. Kudos to the professionals standing on the side of our beloved…,getachew_zeki,"Calgary, Canada"
742,,  Exactly! I think the purpose of having a dam like #Aswan is to mitigate effects of prolonged d… ,zeranbese,
743,," Despite dispute, #Ethiopia to fill dam from July - The East African #GERD  ",josly_ngoma,"Brazzaville, Congo"
744,,"Despite dispute, #Ethiopia to fill dam from July - The East African #GERD  ",DrSenait,"Ann Arbor, Omaha, Addis Ababa"
745,,Antacids are not recommended for the treatment of #GERD or esophagitis in infants and children.… ,MedscapePeds,
746,, #Ethiopia struggling for equitable share of #Nile. #GERD ,BerhanuMegerssa,Ethiopia
747,, Join the Group that is dedicated in support of Grand Ethiopian Renaissance Dam (#GERD).ታላቁ የኢትዮጵያ ሕዳሴ ግድብ 💚💛❤️ 🇪🇹🇪🇹🇪🇹 💚💛❤️#…,BerhanuMegerssa,Ethiopia
748,, No Negotiation !! - #GERD ,BerhanuMegerssa,Ethiopia
749,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,BeteleyTM,
750,, Please cover how GERD is beneficial to Sudan. There are countless evidence and facts that shows Sudan… ,DaveSmith524,
751,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,DrTsion,"New York & Addis Ababa,🌍citiz"
752,,There will not be any negotiations with allegation  about #GERD. Or no allegation with a negotiation. One must stop… ,Tiruneh17,
753,,An excellent work by  on FAQ regarding #GERD. Kudos to the professionals standing on the side of our bel… ,EthioEmbassyCA,Canada
754,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,IamWizEthiopia,"LA,CA. DC. Addis.Sanfrancisco"
755,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,NebiyuTedla,Kingdom of Saudi Arabia
756,, I welcome ’s high level delegation as a demonstration of the long standing strong ties between our two coun…,fathy2005,الخرطوم
757,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,Kas_Nwuke,"Planet Earth, Milky Way"
758,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,DrSenait,"Ann Arbor, Omaha, Addis Ababa"
759,, 🇪🇹#Ethiopia is behind in providing power to its population. The GERD will contribute to resolving the energy shortage that i…,hanaadane1,AA
760,,#GERD Panel of experts pounding the miscalculation of Egypt in outsourcing the...  via ,mhadu,
761,," Once we fully support our hydropower production and the development of the whole country, both in rural and urban areas…",EyobMBekele1,Ethiopia
762,,RT:  #ItsMyDam#GERD#ItsOurDam  According to historic evidences #EOTC is… ,BelenYehualash1,Addis Ababa
